country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Sarpsh,Clipes,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 28 hours ago,rankings.php?subregion=sea,,0 Hundred Tons per month,$2132 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,605 km 2,http://blocgame.com/stats.php?id=54485,,1 Mbbl per month,,
Karachan,MikhailBialkov,,16k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 1 hours ago,rankings.php?subregion=chi,,17 Hundred Tons per month,$2120 million,,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,13613 km 2,http://blocgame.com/stats.php?id=61585,48 Mbbl,9 Mbbl per month,,
raja_png,DiDi27,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 46 hours ago,rankings.php?subregion=pac,The High Council,15 Hundred Tons per month,$2109 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62000,602 Mbbl,6 Mbbl per month,,
Mogudishu,Hussain Mohammed Dahir,http://blocgame.com/alliancestats.php?allianceid=1644,99k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,online now,rankings.php?subregion=eaf,Inter/pol/,14 Hundred Tons per month,$2091 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=eaf,11911 km 2,http://blocgame.com/stats.php?id=60493,,10 Mbbl per month,,
Silverra,chohakkai,http://blocgame.com/alliancestats.php?allianceid=1899,54k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,Aseang MMP,13 Hundred Tons per month,$2088 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=61729,,11 Mbbl per month,,
Yaominlin,Maolin,http://blocgame.com/alliancestats.php?allianceid=1418,10k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 91 hours ago,rankings.php?subregion=chi,Asian Alliance,9 Hundred Tons per month,$2080 million,alliancestats.php?allianceid=1418,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,13545 km 2,http://blocgame.com/stats.php?id=60584,198 Mbbl,9 Mbbl per month,,
Gutium,pavel92,http://blocgame.com/alliancestats.php?allianceid=1595,50k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 28 hours ago,rankings.php?subregion=mes,The High Council,13 Hundred Tons per month,$2078 million,alliancestats.php?allianceid=1595,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,19020 km 2,http://blocgame.com/stats.php?id=61435,,13 Mbbl per month,,
gratagula,w2e2w2e2,http://blocgame.com/alliancestats.php?allianceid=1831,9k active personnel,3 ships,First World War surplus,Questionable,2 factories,Poor,last online 25 hours ago,rankings.php?subregion=chi,DEADFISH Reformed,8 Hundred Tons per month,$2077 million,alliancestats.php?allianceid=1831,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,9110 km 2,http://blocgame.com/stats.php?id=58756,,6 Mbbl per month,,
FULLCOMMUNISM,ComradeBeans,http://blocgame.com/alliancestats.php?allianceid=1564,3k active personnel,0 ships,Korean War surplus,Questionable,2 factories,Standard,last online 155 hours ago,rankings.php?subregion=chi,SPQR,3 Hundred Tons per month,$2059 million,alliancestats.php?allianceid=1564,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,3176 km 2,http://blocgame.com/stats.php?id=54390,,4 Mbbl per month,,
EmpayarGalaktik,DarthVaderMalaya,,8k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 122 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,$2025 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61800,,3 Mbbl per month,,
Kotasinga,Stalin VI,http://blocgame.com/alliancestats.php?allianceid=1899,170k active personnel,7 ships,Korean War surplus,Good,5 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,27 Hundred Tons per month,$2018 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=ind,32869 km 2,http://blocgame.com/stats.php?id=60448,,14 Mbbl per month,,
Zorlockian,Zorlocka,http://blocgame.com/alliancestats.php?allianceid=1386,3k active personnel,14 ships,Second World War surplus,Normal,3 factories,Good,last online 47 hours ago,rankings.php?subregion=per,Che Guevara League,40 Hundred Tons per month,$2008 million,alliancestats.php?allianceid=1386,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,23823 km 2,http://blocgame.com/stats.php?id=58422,4486 Mbbl,33 Mbbl per month,,
Leinad,bloodywaffles12,,16k active personnel,6 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,$1997 million,,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,3890 km 2,http://blocgame.com/stats.php?id=59332,,3 Mbbl per month,,
Krat,Mythron,,9k active personnel,3 ships,Second World War surplus,Normal,3 factories,Undisciplined Rabble,last online 21 hours ago,rankings.php?subregion=sea,,7 Hundred Tons per month,$1985 million,,Indochina,,Mediocre,http://blocgame.com/rankings.php?subregion=sea,739 km 2,http://blocgame.com/stats.php?id=51892,,3 Mbbl per month,,
Raja Udang,Mario,http://blocgame.com/alliancestats.php?allianceid=1899,41k active personnel,0 ships,First World War surplus,Isolated,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Aseang MMP,17 Hundred Tons per month,$1979 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=pac,30567 km 2,http://blocgame.com/stats.php?id=61754,145 Mbbl,6 Mbbl per month,,
qwertyuiop,rumsods mom,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,1 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 22 hours ago,rankings.php?subregion=ara,The High Council,5 Hundred Tons per month,$1977 million,alliancestats.php?allianceid=1595,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,6543 km 2,http://blocgame.com/stats.php?id=59451,,12 Mbbl per month,,
Tandak,jimmyyus,http://blocgame.com/alliancestats.php?allianceid=1644,36k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,Inter/pol/,13 Hundred Tons per month,$1977 million,alliancestats.php?allianceid=1644,Egypt,,Large,http://blocgame.com/rankings.php?subregion=egy,35429 km 2,http://blocgame.com/stats.php?id=62201,,34 Mbbl per month,,
VinyRuler,VinyTanker,http://blocgame.com/alliancestats.php?allianceid=1952,9k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=sea,The Eastern Sea,3 Hundred Tons per month,$1970 million,alliancestats.php?allianceid=1952,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,7070 km 2,http://blocgame.com/stats.php?id=59709,,2 Mbbl per month,,
Kabibbillah,Kabibbillah,,8k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Elite,last online 9 hours ago,rankings.php?subregion=eaf,,17 Hundred Tons per month,$1957 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61197,,5 Mbbl per month,,
Gohan wa Okazu,Yui Hirasawa,http://blocgame.com/alliancestats.php?allianceid=1966,27k active personnel,0 ships,First World War surplus,Nice,2 factories,Elite,online now,rankings.php?subregion=saf,Lithuanian Coalition,17 Hundred Tons per month,$1950 million,alliancestats.php?allianceid=1966,Southern Africa,,Large,http://blocgame.com/rankings.php?subregion=saf,21236 km 2,http://blocgame.com/stats.php?id=61638,72 Mbbl,16 Mbbl per month,,
Sitora,Tycoon,http://blocgame.com/alliancestats.php?allianceid=1899,82k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 59 hours ago,rankings.php?subregion=ind,Aseang MMP,16 Hundred Tons per month,$1949 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23001 km 2,http://blocgame.com/stats.php?id=60534,,14 Mbbl per month,,
BIOR KELANTOK,Krul,http://blocgame.com/alliancestats.php?allianceid=1595,81k active personnel,1 ships,Second World War surplus,Angelic,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,The High Council,17 Hundred Tons per month,$1947 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,20728 km 2,http://blocgame.com/stats.php?id=61489,,12 Mbbl per month,,
La Patria,Torralba,http://blocgame.com/alliancestats.php?allianceid=1595,35k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 10 hours ago,rankings.php?subregion=chi,The High Council,3 Hundred Tons per month,$1938 million,alliancestats.php?allianceid=1595,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,25324 km 2,http://blocgame.com/stats.php?id=62066,102 Mbbl,3 Mbbl per month,,
Sungai Dinding,Raja Hitam,http://blocgame.com/alliancestats.php?allianceid=1899,48k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 69 hours ago,rankings.php?subregion=ind,Aseang MMP,4 Hundred Tons per month,$1936 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61946,89 Mbbl,5 Mbbl per month,,
Petrellistan,Uobi Mutuwi,http://blocgame.com/alliancestats.php?allianceid=1932,116k active personnel,9 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,rankings.php?subregion=eaf,African Socialism,12 Hundred Tons per month,$1926 million,alliancestats.php?allianceid=1932,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,20200 km 2,http://blocgame.com/stats.php?id=60819,,5 Mbbl per month,,
Entah,remtap,http://blocgame.com/alliancestats.php?allianceid=1899,104k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=ind,Aseang MMP,11 Hundred Tons per month,$1919 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20404 km 2,http://blocgame.com/stats.php?id=60530,,6 Mbbl per month,,
PenagaActual,DonDeLaHoya,http://blocgame.com/alliancestats.php?allianceid=1899,325k active personnel,5 ships,Korean War surplus,Gandhi-like,7 factories,Undisciplined Rabble,last online 40 hours ago,rankings.php?subregion=ind,Aseang MMP,28 Hundred Tons per month,$1899 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,40010 km 2,http://blocgame.com/stats.php?id=60730,59 Mbbl,7 Mbbl per month,,
Kondominium,AdamKarolczak,http://blocgame.com/alliancestats.php?allianceid=1966,36k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=ara,Lithuanian Coalition,14 Hundred Tons per month,$1895 million,alliancestats.php?allianceid=1966,Arabia,,Powerful,http://blocgame.com/rankings.php?subregion=ara,25635 km 2,http://blocgame.com/stats.php?id=61576,2904 Mbbl,46 Mbbl per month,,
najibpundek,Syahmisaid,,9k active personnel,1 ships,Second World War surplus,Good,3 factories,Good,last online 26 hours ago,rankings.php?subregion=sea,,19 Hundred Tons per month,$1895 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,16814 km 2,http://blocgame.com/stats.php?id=61859,,20 Mbbl per month,,
Sillot,Come Pienso,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,0 ships,Second World War surplus,Questionable,3 factories,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=ara,The High Council,17 Hundred Tons per month,$1886 million,alliancestats.php?allianceid=1595,Arabia,,Small,http://blocgame.com/rankings.php?subregion=ara,14730 km 2,http://blocgame.com/stats.php?id=61621,1895 Mbbl,16 Mbbl per month,,
The Marintinia,Edington,,28k active personnel,0 ships,First World War surplus,Angelic,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=con,,13 Hundred Tons per month,$1867 million,,Southern Cone,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=con,15911 km 2,http://blocgame.com/stats.php?id=61912,196 Mbbl,10 Mbbl per month,,
Divergent,Jones,http://blocgame.com/alliancestats.php?allianceid=1595,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 17 hours ago,rankings.php?subregion=mes,The High Council,3 Hundred Tons per month,$1866 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61948,8944 Mbbl,11 Mbbl per month,,
Aswiara,faezseven,http://blocgame.com/alliancestats.php?allianceid=1899,80k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 22 hours ago,rankings.php?subregion=pac,Aseang MMP,8 Hundred Tons per month,$1841 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61935,210 Mbbl,7 Mbbl per month,,
Baloq,Baloq Liat,http://blocgame.com/alliancestats.php?allianceid=1595,29k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,The High Council,10 Hundred Tons per month,$1840 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sea,16119 km 2,http://blocgame.com/stats.php?id=61900,365 Mbbl,8 Mbbl per month,,
Kommandostan,plerer,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 38 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,4 Hundred Tons per month,$1823 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16830 km 2,http://blocgame.com/stats.php?id=61002,,2 Mbbl per month,,
Strath,Finn Hunter,http://blocgame.com/alliancestats.php?allianceid=1899,116k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,rankings.php?subregion=con,Aseang MMP,40 Hundred Tons per month,$1815 million,alliancestats.php?allianceid=1899,Southern Cone,,Large,http://blocgame.com/rankings.php?subregion=con,28780 km 2,http://blocgame.com/stats.php?id=61471,,14 Mbbl per month,,
Tony Terry,sonicBOOM,http://blocgame.com/alliancestats.php?allianceid=1595,128k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 1 hours ago,rankings.php?subregion=sea,The High Council,15 Hundred Tons per month,$1814 million,alliancestats.php?allianceid=1595,Indochina,,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,19815 km 2,http://blocgame.com/stats.php?id=60944,,12 Mbbl per month,,
boco grande,atheistpreacher,http://blocgame.com/alliancestats.php?allianceid=1568,45k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 39 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,10 Hundred Tons per month,$1796 million,alliancestats.php?allianceid=1568,Gran Colombia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=gra,16010 km 2,http://blocgame.com/stats.php?id=41740,,6 Mbbl per month,,
Cinque,Makarov,http://blocgame.com/alliancestats.php?allianceid=1899,39k active personnel,8 ships,Second World War surplus,Gandhi-like,5 factories,Poor,online now,rankings.php?subregion=ind,Aseang MMP,23 Hundred Tons per month,$1792 million,alliancestats.php?allianceid=1899,East Indies,,Large,http://blocgame.com/rankings.php?subregion=ind,25994 km 2,http://blocgame.com/stats.php?id=60884,,12 Mbbl per month,,
Cartel,King Simon,http://blocgame.com/alliancestats.php?allianceid=1595,41k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Elite,last online 10 hours ago,rankings.php?subregion=mex,The High Council,5 Hundred Tons per month,$1791 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,21860 km 2,http://blocgame.com/stats.php?id=62152,113 Mbbl,4 Mbbl per month,,
Mendam Berahi,PG PG PG PG,,8k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 128 hours ago,rankings.php?subregion=pac,,5 Hundred Tons per month,$1787 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,13586 km 2,http://blocgame.com/stats.php?id=60943,,4 Mbbl per month,,
